titre,entreprise,localisation,competences_cles,niveau_etudes_requis,niveau_experience,contrat_propose,date_publication,lien
Magasinière  - Nouaceur,ENI,Casablanca-Mohammedia,"['Comptabilité ', ' Finance ', ' Gestion ', ' Gestion des Stocks ', ' Stocks ', ' Transport']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,"CDI, CDD & Intérim",21.12.2024,https://www.emploi.ma/offre-emploi-maroc/magasiniere-nouaceur-8692905
Cariste  - Mohammedia - Chellalate,TECTRA,Casablanca-Mohammedia,['Transport'],Qualification avant bac,Expérience entre 2 ans et 5 ans,Intérim,21.12.2024,https://www.emploi.ma/offre-emploi-maroc/cariste-mohammedia-chellalate-8693009
Technicien Spécialisé en Réseaux et Systèmes Informatiques  - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,['Transport'],"Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,21.12.2024,https://www.emploi.ma/offre-emploi-maroc/technicien-specialise-reseaux-systemes-informatiques-casablanca-8692942
Archiviste Documentaliste  - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['BTP ', ' Comptabilité ', ' Finance ', ' Gestion']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDD,21.12.2024,https://www.emploi.ma/offre-emploi-maroc/archiviste-documentaliste-casablanca-8691558
Poseurs Cuisines - Bouskoura,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['Agencement ', ' Maintenance ', ' Menuiserie ', ' Menuiserie Bois ', ' Qualité']","Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,21.12.2024,https://www.emploi.ma/offre-emploi-maroc/poseurs-cuisines-bouskoura-8691547
Coach Fitness,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,['Tourisme'],Bac+2,Expérience entre 2 ans et 5 ans,CDI & Intérim,20.12.2024,https://www.emploi.ma/offre-emploi-maroc/coach-fitness-7722878
Chef de Rayon Spécialisés - Dar Bouazza,BRICOMA,Casablanca-Mohammedia,"['Gestion Commerciale ', "" Gestion d'Équipe "", ' Vente']",Bac+3,Expérience entre 2 ans et 5 ans,CDI & CDD,20.12.2024,https://www.emploi.ma/offre-emploi-maroc/chef-rayon-specialises-dar-bouazza-8664532
Comptable Sénior Avec Expérience en Cabinet – Disponibilité Immédiate - Casablanca,FIREC & ASSOCIES,Casablanca-Mohammedia,"['Audit ', ' Comptabilité ', ' Consolidation ', ' Finance ', ' Fiscalité ', ' Gestion']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,20.12.2024,https://www.emploi.ma/offre-emploi-maroc/comptable-senior-avec-experience-cabinet-disponibilite-immediate-casablanca
Gestionnaire de Production Automobile / Assurances - Casablanca,KARTNER INVEST,Casablanca-Mohammedia,"['Devis ', ' Négociation ', ' Vente']",Bac+2 & Bac+3,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,CDI & CDD,20.12.2024,https://www.emploi.ma/offre-emploi-maroc/gestionnaire-production-automobile-assurances-casablanca-8683323
Assistant(e) Ressources Humaines - Rabat,N/A,Rabat-Salé-Kénitra,"['Archivage ', ' Assistanat ', ' Dossiers ', ' Formation ', ' Processus de Recrutement ', ' Recrutement ', ' Secrétariat ', ' Suivi Administratif']",Bac+3,Expérience entre 5 ans et 10 ans,CDI,20.12.2024,https://www.emploi.ma/offre-emploi-maroc/assistante-administratifve-ressources-humaines-rabat-8686502
Responsable Administratif et Financier - EL Jadida,TECTRA EL JADIDA – RECRUTEMENT,Casablanca-Mohammedia,"['Comptabilité ', ' Finance ', ' Gestion']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Intérim,20.12.2024,https://www.emploi.ma/offre-emploi-maroc/responsable-administratif-financier-el-jadida-8690839
Juriste Junior - Sidi Maarouf,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,"['Contentieux ', ' Droit']","Bac+3, Bac+4 & Bac+5 et plus","Etudiant, jeune diplômé et plus",CDI,20.12.2024,https://www.emploi.ma/offre-emploi-maroc/juriste-junior-sidi-maarouf-8690855
Technicien Laboratoire  - Taroudant,TECTRA,Agadir - Casablanca-Mohammedia - Errachidia & Marrakech-Safi,"['Étalonnage ', ' Hygiène ', ' Maintenance ', ' Production ', ' Produit Fini ', ' Qualité ', ' SMQ']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Intérim,20.12.2024,https://www.emploi.ma/offre-emploi-maroc/technicien-laboratoire-taroudant-8690889
Coordinateur SAV  - Béni Mellal,DAMA,Béni Mellal-Khénifra,"['CRM ', ' Gestion des Retours ', ' Vente']",Bac+2 & Bac+3,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Intérim,20.12.2024,https://www.emploi.ma/offre-emploi-maroc/coordinateur-sav-beni-mellal-8691125
Acheteur Anglophone - Tanger,DAMA,Tanger-Tétouan-Al Hoceïma,"['Communication ', ' Management ', ' Marketing ', ' Stratégie ', ' Vente']",Bac+5 et plus,Expérience entre 5 ans et 10 ans,CDI,20.12.2024,https://www.emploi.ma/offre-emploi-maroc/acheteur-anglophone-tanger-8691393
Caissière - Marrakech,FONDATION ARRAWAJ,Marrakech-Safi,"['Comptabilité ', ' Finance ', ' Gestion ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,20.12.2024,https://www.emploi.ma/offre-emploi-maroc/caissiere-marrakech-8691397
Caissiére - Marrakech,FONDATION ARRAWAJ,Marrakech-Safi,"['Comptabilité ', ' Finance ', ' Gestion ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,20.12.2024,https://www.emploi.ma/offre-emploi-maroc/caissiere-marrakech-8691401
Archiviste,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,"['Assistanat ', ' Conservation ', ' Secrétariat']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,19.12.2024,https://www.emploi.ma/offre-emploi-maroc/archiviste-7048919
Barman,TECTRA,Dakhla,"['Accueil ', ' Tourisme']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,19.12.2024,https://www.emploi.ma/offre-emploi-maroc/barman-7650057
Hôtesse D´Accueil ( Hôtellerie ),TECTRA,Agadir,"['Accueil ', ' Conseil ', ' Hôtellerie ', ' Tourisme']",Bac+2,Débutant < 2 ans,Intérim,19.12.2024,https://www.emploi.ma/offre-emploi-maroc/hotesse-accueil-hotellerie-7732153
"Sous Chef de Cuisine - Agadir, Taghazout Bay",TECTRA,Agadir,"['Cuisine ', ' Tourisme']",Bac+2,Expérience entre 2 ans et 5 ans,CDI,19.12.2024,https://www.emploi.ma/offre-emploi-maroc/sous-chef-cuisine-agadir-taghazout-bay-8100565
Réceptionniste,TECTRA,Agadir,"['Accueil ', ' Communication ', ' Communication Interne ', ' Communication Marketing ', ' Marketing ', ' Tourisme']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,19.12.2024,https://www.emploi.ma/offre-emploi-maroc/receptionniste-8101137
Ingénieur Génie Civil Senior  - Sidi Rahal,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['AUTOCAD ', ' BTP ', ' Construction ', ' Gestion ', ' Infrastructure ', ' Management']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,19.12.2024,https://www.emploi.ma/offre-emploi-maroc/ingenieur-genie-civil-senior-sidi-rahal-8689526
Techniciens Électriciens et Mécaniciens Spécialisés en Photovoltaïque - Casablanca,ENI,Casablanca-Mohammedia,"['Maintenance ', ' Photovoltaïque ', ' Qualité ', ' Réparation']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,Intérim,19.12.2024,https://www.emploi.ma/offre-emploi-maroc/techniciens-electriciens-mecaniciens-specialises-photovoltaique-casablanca
Opérateur de Machine Laser - Casablanca,ENI,Casablanca-Mohammedia,"['Automatisme ', ' Électromécanique ', ' Machines ', ' Maintenance ', ' Maintenance Industrielle ', ' Maintenance Préventive ', ' Production ', ' Qualité']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,19.12.2024,https://www.emploi.ma/offre-emploi-maroc/operateur-machine-laser-casablanca-8689638
Chargée D’Accueil Bilingue  - Rabat,DEKRA SERVICES,Rabat-Salé-Kénitra,"['Accueil Physique ', ' Assistanat']","Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Intérim,19.12.2024,https://www.emploi.ma/offre-emploi-maroc/chargee-accueil-bilingue-rabat-8689742
Hospitality Officer - Casablanca et Région,TECTRA,Casablanca-Mohammedia,['Qualité'],"Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,19.12.2024,https://www.emploi.ma/offre-emploi-maroc/hospitality-officer-casablanca-region-8690053
Vendeur Comptoir Pièces de Rechange - Casablanca (Beauséjour-Moulay Ismail),DAMA,Casablanca-Mohammedia,"['Devis ', ' Gestion des Commandes ', ' Vente']",Bac+2 & Bac+3,Expérience entre 2 ans et 5 ans,Intérim,19.12.2024,https://www.emploi.ma/offre-emploi-maroc/vendeur-comptoir-pieces-rechange-casablanca-beausejour-moulay-ismail-8690192
Pastry Chef - Nouakchott,FASQ HOTEL,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['Boulangerie ', ' Pâtisserie ', ' Tourisme']",Bac+1,Expérience entre 5 ans et 10 ans,CDD,19.12.2024,https://www.emploi.ma/offre-emploi-maroc/pastry-chef-nouakchott-8664626
Chargé d´Administration RH Junior Anglophone - Casablanca,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,"['Formation ', ' Gestion des Congés']",Bac+3,Expérience entre 2 ans et 5 ans,CDI & Intérim,18.12.2024,https://www.emploi.ma/offre-emploi-maroc/charge-administration-rh-junior-anglophone-casablanca-7874426
Représentant Commercial Terrain - Secteur de L’Éducation - - Casablanca,CALLIOPE,Béni Mellal-Khénifra - Casablanca-Mohammedia - Laâyoune - Marrakech...,"['Techniques de Vente ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,18.12.2024,https://www.emploi.ma/offre-emploi-maroc/representant-commercial-terrain-secteur-education-casablanca-8664442
Responsable E-Commerce - Casablanca,ELECTROPLANET,Casablanca-Mohammedia,"['Communication ', ' Marketing ', ' Marketing Digital ', ' Webmarketing']",Bac+4 & Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,18.12.2024,https://www.emploi.ma/offre-emploi-maroc/responsable-e-commerce-casablanca-8667494
Responsable Management Qualité - Nouaceur,ENI,Casablanca-Mohammedia,"['Gestion ', ' Gestion de la Qualité ', ' Industrie ', ' Leadership ', ' Maintenance ', ' Management ', ' Management de la Qualité ', ' Normes de Qualité ', ' Production ', ' Qualité']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,18.12.2024,https://www.emploi.ma/offre-emploi-maroc/responsable-management-qualite-nouaceur-8687186
Réceptionniste de Nuit - Agadir,TECTRA PERFORMANCE,Agadir,"['Gestion ', ' Gestion de la Qualité ', ' Industrie ', ' Leadership ', ' Maintenance ', ' Management ', ' Management de la Qualité ', ' Normes de Qualité ', ' Production ', ' Qualité']",Bac+2,Expérience entre 2 ans et 5 ans,CDI,18.12.2024,https://www.emploi.ma/offre-emploi-maroc/receptionniste-nuit-agadir-8687887
Coordinateur Marketing  - Agadir,TECTRA PERFORMANCE,Agadir,"['Communication ', ' Hôtellerie ', ' Marketing ', ' Marketing Digital ', ' Newsletters ', ' Publicité ', ' SEO ', ' Vente']",Bac+2 & Bac+3,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,CDI,18.12.2024,https://www.emploi.ma/offre-emploi-maroc/coordinateur-marketing-agadir-8687903
Chef de Zone  - Grand Casablanca,DAMA,Casablanca-Mohammedia,"['Commercialisation ', ' CRM ', ' Développement Commercial ', ' Prospection ', ' Prospection Client ', ' Vente']",Bac+3 & Bac+4,Expérience entre 5 ans et 10 ans,Intérim,18.12.2024,https://www.emploi.ma/offre-emploi-maroc/chef-zone-grand-casablanca-8687918
Réceptionniste Spa - Agadir,TECTRA PERFORMANCE,Agadir,"['Commercialisation ', ' CRM ', ' Développement Commercial ', ' Prospection ', ' Prospection Client ', ' Vente']","Bac, Bac+1, Bac+2 & Bac+3",Débutant < 2 ans & Expérience entre 2 ans et 5 ans,CDI,18.12.2024,https://www.emploi.ma/offre-emploi-maroc/receptionniste-spa-agadir-8687934
Ingénieur Conducteur de Travaux  - Sidi Rahal,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['BTP ', ' Gestion ', ' Leadership ', ' Management']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,18.12.2024,https://www.emploi.ma/offre-emploi-maroc/ingenieur-conducteur-travaux-sidi-rahal-8687991
Technicien IT - Casablanca et Région,TECTRA,Casablanca-Mohammedia,['BTP'],"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,18.12.2024,https://www.emploi.ma/offre-emploi-maroc/technicien-it-casablanca-region-8688019
Ingénieur Génie Civil Junior  - Sidi Rahal,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['BTP ', ' Conception Assistée par Ordinateur ', ' Construction ', ' Dimensionnement ', ' Gestion ', ' Management ', ' Techniques de Gestion']",Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,18.12.2024,https://www.emploi.ma/offre-emploi-maroc/ingenieur-genie-civil-junior-sidi-rahal-8688064
Ingénieur en Génie Civil - Barrages et Ouvrages d´Art - Rabat,N/A,Rabat-Salé-Kénitra,"['BTP ', ' Conception Assistée par Ordinateur ', ' Construction ', ' Dimensionnement ', ' Gestion ', ' Management ', ' Techniques de Gestion']",Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,18.12.2024,https://www.emploi.ma/offre-emploi-maroc/ingenieur-genie-civil-barrages-ouvrages-art-rabat-8688072
Coupeur de Machines Automatisées  - Meknès,LEAR CORPORATION MEKNES,Meknès,"['Machines ', ' Maintenance ', ' Production ', ' Qualité']","Qualification avant bac, Bac, Bac+1 & Bac+2",Débutant < 2 ans,CDD,18.12.2024,https://www.emploi.ma/offre-emploi-maroc/coupeur-machines-automatisees-meknes-8688126
Chargé de Portefeuille - Fès - Fès,FONDATION ARRAWAJ,Fès,"['Recouvrement ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,18.12.2024,https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-fes-fes-8688140
Chargé de Portefeuille - Ksar El Kbir,FONDATION ARRAWAJ,Rabat-Salé-Kénitra,"['Recouvrement ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,18.12.2024,https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-ksar-el-kbir-8688684
Chargé de Portefeuille  - Sidi Allal Tazi,FONDATION ARRAWAJ,Rabat-Salé-Kénitra,"['Recouvrement ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,18.12.2024,https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-sidi-allal-tazi-8688687
Technicien IT - Bouskoura,SEPALUMIC,Casablanca-Mohammedia,"['FORTINET ', ' MICROSOFT ', ' TCP IP ', ' VEEAM ', ' VMWARE']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,18.12.2024,https://www.emploi.ma/offre-emploi-maroc/technicien-it-bouskoura-8688699
Chaudronnier - Mohammedia - Ain Harrouda,TECTRA,Casablanca-Mohammedia,['Construction Métallique'],Bac+2,Débutant < 2 ans,Intérim,18.12.2024,https://www.emploi.ma/offre-emploi-maroc/chaudronnier-mohammedia-ain-harrouda-8688711
Contrôleurs Des Documents Chantier   - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['Assistanat ', ' BTP ', ' Documentation ', ' Fichiers ', ' Rédaction ', ' Secrétariat']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,18.12.2024,https://www.emploi.ma/offre-emploi-maroc/controleurs-documents-chantier-casablanca-8688275
Professeur Permanent en Communication - Casablanca,EDVANTIS HIGHER EDUCATION GROUP,Casablanca-Mohammedia,"['Communication ', ' Communication Marketing ', ' Communication RH ', ' Enseignement ', ' Journalisme ', ' Marketing']",Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,17.12.2024,https://www.emploi.ma/offre-emploi-maroc/professeur-permanent-communication-casablanca-8475327
Professeur Permanent en Littérature - Casablanca,EDVANTIS HIGHER EDUCATION GROUP,Casablanca-Mohammedia,['Enseignement'],Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,17.12.2024,https://www.emploi.ma/offre-emploi-maroc/professeur-permanent-litterature-casablanca-8475331
Professeur Permanent en Architecture - Casablanca,EDVANTIS HIGHER EDUCATION GROUP,Casablanca-Mohammedia,"['Architecture ', ' BTP ', ' Projets BTP']",Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,17.12.2024,https://www.emploi.ma/offre-emploi-maroc/professeur-permanent-architecture-casablanca-8478320
Professeur Permanent en Art - Casablanca,EDVANTIS HIGHER EDUCATION GROUP,Casablanca-Mohammedia,"['Communication ', ' Communication RH ', ' Enseignement ', ' Marketing']",Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,17.12.2024,https://www.emploi.ma/offre-emploi-maroc/professeur-permanent-art-casablanca-8478328
Professeur Permanent en Design Graphique - Casablanca,EDVANTIS HIGHER EDUCATION GROUP,Casablanca-Mohammedia,['Design'],Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,17.12.2024,https://www.emploi.ma/offre-emploi-maroc/professeur-permanent-design-graphique-casablanca-8478333
Professeur Permanent en Communication Visuelle - Casablanca,EDVANTIS HIGHER EDUCATION GROUP,Casablanca-Mohammedia,"['Communication ', ' Communication Marketing ', ' Marketing']",Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,17.12.2024,https://www.emploi.ma/offre-emploi-maroc/professeur-permanent-communication-visuelle-casablanca-8478335
Professeur Permanent en Marketing - Casablanca,EDVANTIS HIGHER EDUCATION GROUP,Casablanca-Mohammedia,"['Communication ', ' Communication Marketing ', ' Marketing']",Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,17.12.2024,https://www.emploi.ma/offre-emploi-maroc/professeur-permanent-marketing-casablanca-8478341
Chauffeur de Direction Général  - Casablanca,N/A,Casablanca-Mohammedia,['Transport'],Qualification avant bac & Bac,Expérience entre 2 ans et 5 ans et plus,CDI,17.12.2024,https://www.emploi.ma/offre-emploi-maroc/chauffeur-direction-general-casablanca-8672292
Acheteur(se)  - Tanger,COMPAGNIE INDUSTRIELLE DES FIBRES,Tanger-Tétouan-Al Hoceïma,"['Achats ', ' Gestion Logistique ', ' Négociation ', ' Transport']",Bac+3,Expérience entre 2 ans et 5 ans,CDI,17.12.2024,https://www.emploi.ma/offre-emploi-maroc/acheteurse-tanger-8683294
Caviste - Tanger,TECTRA TANGER – RECRUTEMENT,Tanger-Tétouan-Al Hoceïma,"['Commercialisation ', ' Vente']",Bac+2,Expérience entre 2 ans et 5 ans,CDI,17.12.2024,https://www.emploi.ma/offre-emploi-maroc/caviste-tanger-8683347
Technico-Commercial(e) - Secteur Plomberie  - Casablanca,TECTRA,Casablanca-Mohammedia,"['Devis ', ' Vente']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,17.12.2024,https://www.emploi.ma/offre-emploi-maroc/technico-commerciale-secteur-plomberie-casablanca-8683409
Commercial(e) Prescripteur Senior  - Casablanca,TECTRA,Casablanca-Mohammedia,"['Négociation ', ' Vente']",Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,17.12.2024,https://www.emploi.ma/offre-emploi-maroc/commerciale-prescripteur-senior-casablanca-8683413
ADV Junior - Secteur Carrelage et Robinetterie - Casablanca,TECTRA,Casablanca-Mohammedia,"['Devis ', ' Gestion des Commandes ', ' SAGE ', ' Vente']","Bac+2, Bac+3 & Bac+4",Expérience entre 2 ans et 5 ans,CDI,17.12.2024,https://www.emploi.ma/offre-emploi-maroc/adv-junior-secteur-carrelage-robinetterie-casablanca-8683415
Chargé(e) Juridique - Casablanca,BRICOMA,Casablanca-Mohammedia,"['Contentieux ', ' Droit ', ' Réglementations']",Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,17.12.2024,https://www.emploi.ma/offre-emploi-maroc/chargee-juridique-casablanca-8683423
Responsable Ressources Humaines - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['Comptabilité ', ' Finance ', ' Formation ', ' Gestion ', ' Gestion Administrative ', ' Gestion des Ressources Humaines ', ' Management ', ' Mobilité ', ' Projets RH ', ' Recrutement ', ' Stratégie ', ' Stratégie RH']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,17.12.2024,https://www.emploi.ma/offre-emploi-maroc/responsable-ressources-humaines-casablanca-8686138
Contrôleur de Gestion Confirmé (H/F) - Rabat,DEKRA SERVICES,Rabat-Salé-Kénitra,"['Analyse Financière ', ' Audit ', ' Audit Interne ', ' Business Plan ', ' Comptabilité ', ' Comptabilité Analytique ', ' Finance ', ' Gestion']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,17.12.2024,https://www.emploi.ma/offre-emploi-maroc/controleur-gestion-confirme-hf-rabat-8686646
Chargé(e) de Marketing Digital  - Casablanca,TECTRA,Casablanca-Mohammedia,"['Analyse Marketing ', ' Communication ', ' Communication Digitale ', ' Facebook Ads ', ' Marketing ', ' Marketing Digital ', ' Newsletters ', ' Référencement SEO ', ' SEA ', ' SEO']",Bac+4 & Bac+5 et plus,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,CDI,17.12.2024,https://www.emploi.ma/offre-emploi-maroc/chargee-marketing-digital-casablanca-8686703
Chargé (e) Achat & Ordonnacement  - Casablanca,BUDGET LOCASOM,Casablanca-Mohammedia,"['Achats ', ' Comptabilité ', ' Finance ', ' Gestion ', ' Gestion des Achats ', ' Livraison ', ' Négociation ', ' Pricing']",Bac+2 & Bac+3,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,CDI,17.12.2024,https://www.emploi.ma/offre-emploi-maroc/charge-e-achat-ordonnacement-casablanca-8686749
Chargé(e) d´Accueil  - Agadir,TECTRA,Agadir,"['Accueil Physique ', ' Assistanat ', ' Organisation Administrative ', ' Préparation du Planning ', ' Prise de RDV ', ' Secrétariat ', ' WORD']",Bac+2,Débutant < 2 ans,Intérim,17.12.2024,https://www.emploi.ma/offre-emploi-maroc/chargee-accueil-agadir-8687115
"Serveur H/F - Taghazout, Agadir",TECTRA,Agadir,['Tourisme'],Bac+2,Expérience entre 2 ans et 5 ans,Intérim,14.12.2024,https://www.emploi.ma/offre-emploi-maroc/serveur-hf-taghazout-agadir-7865533
Chargé Logistique - Bouskoura,GROUPE TECTRA,Casablanca-Mohammedia,['Transport'],Bac+2,Expérience entre 2 ans et 5 ans,Intérim,14.12.2024,https://www.emploi.ma/offre-emploi-maroc/charge-logistique-bouskoura-8681678
Agent de Facturation - Casablanca et Région,TECTRA,Casablanca-Mohammedia,"['Comptabilité ', ' Facturation ', ' Finance ', ' Gestion']","Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,Intérim,14.12.2024,https://www.emploi.ma/offre-emploi-maroc/agent-facturation-casablanca-region-8681716
Responsable Recherche et Développement - Tanger,COMPAGNIE INDUSTRIELLE DES FIBRES,Tanger-Tétouan-Al Hoceïma,"['DU ', ' Emballage ', ' Génie Industriel ', ' Génie Mécanique ', ' Maintenance ', ' Procédés ', ' Procédés Industriels ', ' Processus ', ' Productivité ', ' Qualité']",Bac+5 et plus,Expérience entre 2 ans et 5 ans,CDI,14.12.2024,https://www.emploi.ma/offre-emploi-maroc/responsable-recherche-developpement-tanger-8681743
Revenue Manager Hotel - Nouakchott,FASQ HOTEL,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['Gestion Hôtelière ', ' Tourisme']",Bac+4,Expérience entre 5 ans et 10 ans,CDD,14.12.2024,https://www.emploi.ma/offre-emploi-maroc/revenue-manager-hotel-nouakchott-8681913
Technicien Impression - Tanger,COMPAGNIE INDUSTRIELLE DES FIBRES,Tanger-Tétouan-Al Hoceïma,"['Électromécanique ', ' Fabrication ', ' Fabrication Mécanique ', ' Machines ', ' Maintenance ', ' Paramétrage ', ' Production ', ' Qualité']",Bac+2,Expérience entre 2 ans et 5 ans,CDI,14.12.2024,https://www.emploi.ma/offre-emploi-maroc/technicien-impression-tanger-8682473
Technicien de Production  - Tanger,COMPAGNIE INDUSTRIELLE DES FIBRES,Tanger-Tétouan-Al Hoceïma,"['Électromécanique ', ' Fabrication ', ' Fabrication Mécanique ', ' Machines ', ' Maintenance ', ' Paramétrage ', ' Production ', ' Qualité']",Bac+2,Expérience entre 2 ans et 5 ans,CDI,14.12.2024,https://www.emploi.ma/offre-emploi-maroc/technicien-production-tanger-8682475
Technicien Laboratoire en Mettalurgie - Casablanca,TECTRA AGENCE AIN SBAA,Casablanca-Mohammedia,"['Fonderie ', ' Maintenance ', ' Métallurgie ', ' Optique ', ' Polissage ', ' Qualité']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,14.12.2024,https://www.emploi.ma/offre-emploi-maroc/technicien-laboratoire-mettalurgie-casablanca-8682603
Magasinier  - Bouskoura,GROUPE TECTRA,Casablanca-Mohammedia,"['Groupage ', ' Transport']",Bac+1,Expérience entre 2 ans et 5 ans,Intérim,14.12.2024,https://www.emploi.ma/offre-emploi-maroc/magasinier-bouskoura-8682606
Ingénieur en Logistique - Casablanca,TECTRA AGENCE AIN SBAA,Casablanca-Mohammedia,"['Gestion Logistique ', ' Stocks ', ' Transport']",Bac+5 et plus,"Etudiant, jeune diplômé",Intérim & Stage,14.12.2024,https://www.emploi.ma/offre-emploi-maroc/ingenieur-logistique-casablanca-8682717
Chef de Rang - Bouskoura,ENI,Casablanca-Mohammedia,['Tourisme'],"Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,14.12.2024,https://www.emploi.ma/offre-emploi-maroc/chef-rang-bouskoura-8682777
Barman - Bouskoura,ENI,Casablanca-Mohammedia,"['Cuisine ', ' Tourisme']","Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,14.12.2024,https://www.emploi.ma/offre-emploi-maroc/barman-bouskoura-8682786
